"id","n","type"
"Robledo, Emilio",3,"person"
"Robledo, Eusebio",11,"person"
"Robledo, Jorge Samuel ",2,"person"
"Rocha, Joaquín",1,"person"
"Rochefort, Henri",2,"person"
"Rodó, José Enrique",2,"person"
"Rodríguez G., Sixto",1,"person"
"Rodríguez Moya, Francisco",5,"person"
"Rodríguez O., Eugenio",2,"person"
"Rodríguez Rendueles, M.",1,"person"
"Rodríguez Zapata, Francisco",1,"person"
"Rodríguez, Alfredo J.",1,"person"
"Rodríguez, Horacio Marino",123,"person"
"Rodríguez, Melitón",5,"person"
"Rojas, Julio A.",1,"person"
"Rollinat, Maurice ",1,"person"
"Romero A., Ángel María",3,"person"
"Romero P., Carlos",1,"person"
"Rosa, Leopoldo de la ",1,"person"
"Rosales, Carlos N.",2,"person"
"Rosas, Gabriel",1,"person"
"Rossel, Juan C.",1,"person"
"Roure, José de",1,"person"
"Roux, Hugo Le",1,"person"
"Rozo Martínez, Darío",1,"person"
"RR.LL",1,"person"
"Rubió y Ors, Joaquín",1,"person"
"Rueda Vargas, Tomás",4,"person"
"Rueda, Salvador",2,"person"
"Ruíz, Dael",12,"person"
"Rusiñol, Santiago",2,"person"
"Saavedra Galindo, José Manuel",1,"person"
"Saavedra Molina, Julio",1,"person"
"Saavedra, Ángel de",1,"person"
"Sacher-Masoch, Leopold von",1,"person"
"Sacher-Masoch, Leopold von ",1,"person"
"Saco, Eduardo",1,"person"
"Saco, José Antonio",1,"person"
"Saint-Victor, Paul de",2,"person"
"Saíz, José María",1,"person"
"Salamanca Torres, Demetrio",1,"person"
"Salazar Álvarez, José María",1,"person"
"Salazar H. Jerónimo",1,"person"
"Salduba",1,"person"
"Samper de Ancízar, Agripina",1,"person"
"Samper, Emilio",2,"person"
"Samper, José María ",1,"person"
"Samper, Miguel",1,"person"
"Sanchéz de Iriarte, Alberto",1,"person"
"Sánchez, Alberto",24,"person"
"Sanín Cano, Baldomero",46,"person"
"Sant Pinxit",1,"person"
"Santa María Vermersch, R.",1,"person"
"Santa María, Andrés de",1,"person"
"Santamaría, Nepomuceno",1,"person"
"Santos, Eduardo",2,"person"
"Santos, Gustavo",12,"person"
"Saravia, Hermógenes",1,"person"
"Savage, Richard Henry",6,"person"
"Sbarbi y Osuna, José María",1,"person"
"Scarpetta, Oswaldo",1,"person"
"Schafi, Mirza",1,"person"
"Schiller, Friedrich",1,"person"
"Schopenhauer, Arthur",2,"person"
"Schwob, L.",1,"person"
"Schwob, Marcel",8,"person"
"Scribe, Eugène",1,"person"
"Segovia, L.",1,"person"
"Ségur, Eugène de",1,"person"
"Serao, Matilde",2,"person"
"Sevilla, Rafael",1,"person"
"Shakespeare, William",2,"person"
"Sienkiewicz, Henryk",1,"person"
"Sierra, Justo",1,"person"
"Siles, José de",2,"person"
"Silva Cruz, Carlos",1,"person"
"Silva Vidal, Ismael",1,"person"
"Silva, Clímaco",1,"person"
"Silva, José Asunción",16,"person"
"Silvela, Francisco",1,"person"
"Silvestre, Armand",2,"person"
"Sinués de Marco, María del Pilar",1,"person"
"Solano Patiño, José",4,"person"
"Solano, Armando",1,"person"
"Soriano y Barroeta-Aldamar, Rodrigo",2,"person"
"Soto Borda, Clímaco",10,"person"
"Soto, Aquilino",1,"person"
"Sousa, Lope de",1,"person"
"Stecchetti, Lorenzo",1,"person"
"Suarès, André ",1,"person"
"Suárez, Roberto",2,"person"
"Tablada, José Juan",2,"person"
"Taboada, Luis",3,"person"
"Tagore, Rabindranath",8,"person"
"Talero Núñez, Eduardo",1,"person"
"Talleyrand, Charles Maurice de ",1,"person"
"Tamayo, Carlos",1,"person"
"Taunay, Vizconde de",1,"person"
"Taunay, Vizconde de ",1,"person"
"Tavera C., Rafael",1,"person"
"Tejada Córdoba, Benjamín",11,"person"
"Tejada, Temístocles",1,"person"
"Tejera, Felipe",1,"person"
"Tennyson, Alfred",1,"person"
"Teócrito",1,"person"
"Terán, Luis María",1,"person"
"Thein, Max",2,"person"
"Tinseau, Léon de",1,"person"
"Tirado Macías, Ricardo",1,"person"
"Tobar, Alfonso",1,"person"
"Tobón Mejía, Marco",57,"person"
"Toché, Raoul ",1,"person"
"Tolstói, Lev Nikoláievich",3,"person"
"Torres Durán, Carlos",1,"person"
"Torres Méndez, Ramón",1,"person"
"Torres Pinzón, Carlos A.",6,"person"
"Torres Umaña, Calixto",2,"person"
"Torres, Carlos Arturo",4,"person"
"Toudouze, Georges-Gustave ",1,"person"
"Trespalacios, Jesús María",1,"person"
"Triana, Miguel",5,"person"
"Turgenev, Ivan",2,"person"
"Twain, Marc ",1,"person"
"Ugarte, Manuel",2,"person"
"Unamuno, Miguel de",2,"person"
"Urdaneta Ramos, Alfredo",1,"person"
"Urdaneta, Alberto",1,"person"
"Uribe Ángel, Manuel",15,"person"
"Uribe Arango, Marcelino",1,"person"
"Uribe Gómez, Pedro",4,"person"
"Uribe Holguín, Guillermo",2,"person"
"Uribe Mejía, Francisco Antonio",1,"person"
"Uribe Uribe, Rafael",1,"person"
"Uribe, Basiliso",1,"person"
"Uribe, Diego",10,"person"
"Uribe, Gustavo",1,"person"
"Uribe, Joaquín Antonio",2,"person"
"Uribe, Martín",1,"person"
"Urrecha, Federico",1,"person"
"Urrutia, Francisco José",3,"person"
"Vaca, Vicente",2,"person"
"Valcarce García, Javier",1,"person"
"Valderrama, Felipe",10,"person"
"Valencia, Francisco",20,"person"
"Valencia, Guillermo",6,"person"
"Valencia, Miguel Santiago",4,"person"
"Valenzuela, Eduardo",1,"person"
"Valenzuela, Teodoro",1,"person"
"Valle-Inclán, Ramón del",3,"person"
"Vallés, L.",1,"person"
"Vargas Tamayo, Roberto",3,"person"
"Vargas Vila, José María",2,"person"
"Vargas, Justo",1,"person"
"Varigny, Charles Victor Crosnier",1,"person"
"Vasco, Eduardo",7,"person"
"Vásquez Barreneche, Alejandro ",1,"person"
"Vásquez Guarda, Efraím",1,"person"
"Vásquez, Honorato",1,"person"
"Vásquez, Juan de Dios",5,"person"
"Vega, Alejandro",6,"person"
"Velásquez Botero, Samuel",8,"person"
"Velásquez García, José",33,"person"
"Velásquez, Edmundo",4,"person"
"Velázquez, Alejandro",1,"person"
"Vélez Barrientos, Lucrecio",14,"person"
"Vélez, Bonifacio",5,"person"
"Vélez, Salvador",3,"person"
"Vélez, Victoriano",8,"person"
"Velilla Yepes, Samuel",1,"person"
"Verbrugghe, George",2,"person"
"Verbrugghe, Louis Emile",2,"person"
"Vergara y Vergara, José María",1,"person"
"Verhaeren, Émile",1,"person"
"Vermersch, R. Santa María",3,"person"
"Vidal Pacheco, Gonzalo",4,"person"
"Vidal, Enrique",3,"person"
"Vidal, Gonzalo",5,"person"
"Vila, Pablo",2,"person"
"Vilgio, Leo",1,"person"
"Villa Carrasquilla, Jorge",6,"person"
"Villa López, Francisco",3,"person"
"Villa Vélez, Eduardo",2,"person"
"Villaespesa, Francisco",2,"person"
"Villafañe, Carlos",9,"person"
"Villamartín, Isabel de",1,"person"
"Villegas Arango, Alfonso",1,"person"
"Villegas, Aquilino",6,"person"
"Villegas, Luis Eduardo",5,"person"
"Villegas, Marco A. ",1,"person"
"Villiers de L'Isle-Adam, Auguste de",2,"person"
"Visan, Tancrède de ",1,"person"
"Vives, Luis",5,"person"
"Wadsworth Longfellow, Henry",2,"person"
"Wilde, Oscar",6,"person"
"Wilson, Woodrow",1,"person"
"Wolff, Pierre",1,"person"
"Wyzewa, Teodor de",2,"person"
"Xanrof, León",1,"person"
"Yepes, Joaquín E.",5,"person"
"Yver, Colette",1,"person"
"Z y Z.",1,"person"
"Zaavedra Zárate, César",2,"person"
"Zamacois, Eduardo",1,"person"
"Zapata A., José J.",1,"person"
"Zapata, Felipe",1,"person"
"Zola, Émile",2,"person"
"Zuleta Gaviria, Eduardo",4,"person"
"Zuleta, Juan A.",2,"person"
"Zuleta, Luis de",3,"person"
