"id","n","type"
"Rogers, James E. Thorold",1,"person"
"Rognin, M.",1,"person"
"Roig, Marian",2,"person"
"Rojas, Julio A.",1,"person"
"Rojas, Ricardo",1,"person"
"Roleva, Albert",1,"person"
"Rollinat, Maurice",4,"person"
"Román, J.",7,"person"
"Román, José Antonio",1,"person"
"Romanones, Alvaro Figueroa y Torres, conde de",1,"person"
"Romea, Julián",4,"person"
"Romero A., Ángel María",3,"person"
"Romero de Tejada, Antonio",1,"person"
"Romero de Torres, Julio",1,"person"
"Romero García, Manuel Vicente",3,"person"
"Romero Ortiz, Antonio",1,"person"
"Romero P., Carlos",1,"person"
"Romero Robledo, Francisco",4,"person"
"Romero, E.",1,"person"
"Romero, Matías",1,"person"
"Romero, Miguel",1,"person"
"Romo, Paulino",1,"person"
"Rosa, Leopoldo de la",1,"person"
"Rosales",1,"person"
"Rosales, Carlos N.",2,"person"
"Rosales, Eduardo",1,"person"
"Rosas, Gabriel",1,"person"
"Rossel, Juan C.",1,"person"
"Rossel, Juan G.",1,"person"
"Roure, José de",6,"person"
"Roux, Hugo Le",1,"person"
"Roviralta, Josep Maria",31,"person"
"Roxlo, Carlos",1,"person"
"Royo Villanova, Antonio",1,"person"
"Rozo Martínez, Darío",1,"person"
"RR.LL",1,"person"
"Rubens, Peter Paul",7,"person"
"Rubí, Rubén",1,"person"
"Rubin, Luis G.",3,"person"
"Rubió y Ors, Joaquín",1,"person"
"Rubio, Antonio",5,"person"
"Rubio, Carlos",2,"person"
"Rudy, Ch.",1,"person"
"Rueda López, Francisco",3,"person"
"Rueda Vargas, Tomás",4,"person"
"Rueda, Salvador",70,"person"
"Ruíz",2,"person"
"Ruiz-Castillo, José",11,"person"
"Ruiz-Castizo Ariza, José",1,"person"
"Ruiz Aguilera, Ventura",3,"person"
"Ruíz Castillo, José",1,"person"
"Ruiz Contreras, Luis",30,"person"
"Ruíz de Velasco, Bonifacio",2,"person"
"Ruíz Enríquez, Pascual",1,"person"
"Ruíz Jiménez, J.",1,"person"
"Ruíz Martín, Luciano",2,"person"
"Ruíz Morales, Manuel",1,"person"
"Ruíz, Dael",12,"person"
"Ruíz, Diego",1,"person"
"Ruíz, Enrique",1,"person"
"Ruíz, Julián C.",1,"person"
"Rulo, Manuel M.",1,"person"
"Ruperto",6,"person"
"Rusiñol, Santiago",22,"person"
"S.",4,"person"
"S. Z.",1,"person"
"Saavedra Fajardo, Diego de",1,"person"
"Saavedra Galindo, José Manuel",1,"person"
"Saavedra Molina, Julio",1,"person"
"Saavedra, Ángel de",1,"person"
"Saavedra, Ángel de (El Duque de Rivas)",1,"person"
"Saavedra, Cornelio de",1,"person"
"Saavedra, Francisco",1,"person"
"Sabau y Larroya, Pedro",2,"person"
"Sacher-Masoch, Leopold von",2,"person"
"Saco, Eduardo",1,"person"
"Saco, José Antonio",1,"person"
"Sáenz Peña, Roque",4,"person"
"Sáenz, Pedro",1,"person"
"Sain, Edouard Alexandre",2,"person"
"Sains de Cavia, Manuel José",1,"person"
"Sains de Cavia, Pedro Feliciano",1,"person"
"Saint-Point, Valentine de",1,"person"
"Saint-Victor, Paul de",3,"person"
"Saint Aubin",1,"person"
"Saiz Otero, Concepción",1,"person"
"Saíz, José María",1,"person"
"Sala i Francès, Emili",14,"person"
"Sala, E.",1,"person"
"Sala, Pedro",1,"person"
"Salam, Heleh",1,"person"
"Salamanca Torres, Demetrio",1,"person"
"Salas Antón, Juan",3,"person"
"Salas, Emilio",1,"person"
"Salas, José de",1,"person"
"Salaverría, José María",1,"person"
"Salazar Álvarez, José María",1,"person"
"Salazar H. Jerónimo",1,"person"
"Salazar, Abel C.",1,"person"
"Saldías, Adolfo",1,"person"
"Salduba",1,"person"
"Sales, Jacobo",3,"person"
"Salmerón y Alonso, Nicolás",3,"person"
"Salmerón y García, Nicolás",14,"person"
"Salvador y Rodrigáñez, Amós",1,"person"
"Salvandy, Narcisse-Achille de",1,"person"
"Salvat i Espasa, Pablo",2,"person"
"Salzillo y Alcaraz, Francisco",1,"person"
"Samper de Ancízar, Agripina",1,"person"
"Samper, Emilio",2,"person"
"Samper, José María",1,"person"
"Samper, Miguel",1,"person"
"Samsó, Juan",1,"person"
"Sancha Lengo, Francisco",39,"person"
"Sánchez Arévalo, C.",1,"person"
"Sánchez Aroca, Rafaela",1,"person"
"Sánchez Azcona, Juan",9,"person"
"Sánchez Covisa, Fernando",20,"person"
"Sanchéz de Iriarte, Alberto",1,"person"
"Sánchez Díaz, Ramón",1,"person"
"Sánchez Garay, Concepción",12,"person"
"Sánchez González, José",1,"person"
"Sánchez Guerra, José",2,"person"
"Sánchez Paso, Fernando",2,"person"
"Sánchez Pastor, Emilio",3,"person"
"Sánchez Pérez, Antonio",17,"person"
"Sánchez Pesquera, Miguel",39,"person"
"Sánchez Ramírez, Ricardo",1,"person"
"Sánchez Ramón, A",1,"person"
"Sánchez y Rubio, Eduardo",17,"person"
"Sánchez, Alberto",24,"person"
"Sancho Panza",1,"person"
"Sancho, Federico de",1,"person"
"Sancho, V. G.",1,"person"
"Sanguily, Manuel",1,"person"
"Sanhueza Oliva, Alfredo",1,"person"
"Sánico, Francisco P.",1,"person"
"Sanín Cano, Baldomero",46,"person"
"Sanmartin, P. de",1,"person"
"Sans-Géne",1,"person"
"Sant Pinxit",1,"person"
"Santa María Vermersch, R.",1,"person"
"Santa María, Andrés de",1,"person"
"Santaclara, A. de",18,"person"
"Santamaría, Nepomuceno",1,"person"
"Santillán, Ignacio de",1,"person"
"Santos, Eduardo",2,"person"
"Santos, Gustavo",12,"person"
"Saornil Lorenzo, Eleuterio",1,"person"
"Saravia, Hermógenes",1,"person"
"Sarcey, Francisque",1,"person"
"Saridakis, Juan de",1,"person"
"Sarmiento, Domingo Faustino",24,"person"
"Sasiam, Eusebio",1,"person"
"Sassone, Felipe",1,"person"
"Sastrón, Manuel",1,"person"
"Satterfield, Robert William",1,"person"
"Sauvage, L. F.",1,"person"
"Savage, Richard Henry",6,"person"
"Sawa, Alejandro",14,"person"
"Sawa, Miguel",8,"person"
"Sbarbi y Osuna, José María",1,"person"
"Scarpetta, Oswaldo",1,"person"
"Schafi, Mirza",1,"person"
"Schiaffino, Eduardo",3,"person"
"Schiller, Friedrich",4,"person"
"Schlumberger, C.",1,"person"
"Scholl, Aurélien",4,"person"
"Schopenhauer, Arthur",2,"person"
"Schwabe, Carlos",1,"person"
"Schwalbach, Eduardo",1,"person"
"Schwob, L.",1,"person"
"Schwob, Marcel",8,"person"
"Scott, Walter",1,"person"
"Scribe, Eugène",1,"person"
"Seeber, Francisco",3,"person"
"Segovia, Antonio María",1,"person"
"Segovia, L.",1,"person"
"Ségur, Eugène de",1,"person"
"Segura, Joaquín",8,"person"
"Selgas, José",1,"person"
"Sellaré, S.",1,"person"
"Sellarés, J.",1,"person"
"Sellés, Eugenio",9,"person"
"Sepúlveda, Ricardo",25,"person"
"Serao, Matilde",3,"person"
"Serna, Justo de la",1,"person"
"Serra Auqué, Enric",3,"person"
"Serra, Narciso",1,"person"
"Serrano Álcazar, Rafael",1,"person"
"Serrano de la Pedrosa, Francisco",1,"person"
"Serrat, Carlos M.",1,"person"
"Severín",4,"person"
"Sevilla, Fernando",1,"person"
"Sevilla, Rafael",1,"person"
"Shakespeare, William",9,"person"
"Shelley, Percy Bysshe",4,"person"
"Sienkiewicz, Henryk",1,"person"
"Sierra, José M.",1,"person"
"Sierra, Justo",11,"person"
"Sierra, Santiago",1,"person"
"Siles, José de",4,"person"
"Silva Cruz, Carlos",1,"person"
"Silva Guerra, Julio M.",1,"person"
"Silva Vidal, Ismael",1,"person"
"Silva Vildósola, Carlos",1,"person"
"Silva, Clímaco",1,"person"
"Silva, José Asunción",18,"person"
"Silvela Casado, Mateo",1,"person"
"Silvela, Francisco",17,"person"
"Silvestre, Armand",5,"person"
"Simarro, Juan",1,"person"
"Simón, Julio",1,"person"
"Simonetti, Attilio",1,"person"
"Sinués de Marco, María del Pilar",1,"person"
"Sivry, Charles de",1,"person"
"Sleig, Bernard",1,"person"
"Solano Patiño, José",4,"person"
"Solano, Armando",1,"person"
"Solar de Alba",4,"person"
"Solar, José del",5,"person"
"Solé de Sojo, Vicente",1,"person"
"Soler Planas, Luis",1,"person"
"Soler, Antonio",1,"person"
"Soler, Eduardo",1,"person"
"Soler, Francisco de A.",20,"person"
"Solis, Ezequiel",1,"person"
"Solórzano, J. Antonio",1,"person"
"Solsona y Baselga, Conrado",1,"person"
"Somar",3,"person"
"Sorel, F. de",1,"person"
"Soria  y Mata, Arturo",1,"person"
"Soriano de Castro, José",1,"person"
"Soriano Fort, José",1,"person"
"Soriano y Barroeta-Aldamar, Rodrigo",2,"person"
"Soriano, Manuel",2,"person"
"Soriano, Nicolás",1,"person"
"Soriano, Rodrigo",12,"person"
"Soroa Lasa, Marcelino",2,"person"
"Sorolla Labastida, Joaquín",1,"person"
"Sorolla, Joaquín",4,"person"
"Soto Álvarez, Carlos",4,"person"
"Soto Borda, Clímaco",10,"person"
"Soto, Aquilino",1,"person"
"Soulaine, Pierre",1,"person"
"Sousa, Lope de",1,"person"
"Sprenger, W.",1,"person"
"Stecchetti, Lorenzo",2,"person"
"Steinlen, Théophile-Alexandre",2,"person"
"Suarès, André",1,"person"
"Suárez de Figueroa, José",1,"person"
"Suárez O., Emma",1,"person"
"Suárez, Roberto",2,"person"
"Sudermann, Hermann",1,"person"
"Südfeld, Simon Maximilian",6,"person"
"Sumner, Heywood",1,"person"
"Susillo, Antonio",2,"person"
"Tabas, A.",1,"person"
"Tablada, José Juan",13,"person"
"Tablada, Luis de",4,"person"
"Taboada, Luis",6,"person"
"Tagore, Rabindranath",8,"person"
"Tailhade, Laurent",1,"person"
"Taine, Hippolyte",10,"person"
"Talero Núñez, Eduardo",1,"person"
"Talero, Eduardo",2,"person"
"Tallet, Gabriel",1,"person"
"Talleyrand, Charles Maurice de",1,"person"
"Tamames",1,"person"
"Tamayo, Carlos",1,"person"
"Tapia, Luis de",14,"person"
"Tarkulyan, Bogos",1,"person"
"Tarling, C. T.",1,"person"
"Taslins, G. T.",1,"person"
"Taunay, Vizconde de",2,"person"
"Tavera C., Rafael",1,"person"
"Teixeira, Antonio",2,"person"
"Teja Zabre, Alfonso",1,"person"
"Tejada Córdoba, Benjamín",11,"person"
"Tejada, Temístocles",1,"person"
"Tejera, Diego Vicente",1,"person"
"Tejera, Felipe",1,"person"
"Tellechea, Francisco de",1,"person"
"Teloncillo",2,"person"
"Tennyson, Alfred",1,"person"
"Teócrito",1,"person"
"Terán, Luis de",3,"person"
"Terán, Luis María",1,"person"
"Terri, Jaume",1,"person"
"Terry, José Antonio",4,"person"
"Th?????? H????, Thomas",1,"person"
"Thackeray, William Makepeace",1,"person"
"Thein, Max",2,"person"
"Théuriet, André",2,"person"
"Thiers, Adolphe",1,"person"
"Thiriet, Henry",1,"person"
"Thivars, Michel",1,"person"
"Thomson Ortiz, Manuel",9,"person"
"Thoreau, Henry David",1,"person"
"Tinseau, Léon de",2,"person"
"Tío Grulo",5,"person"
"Tirado Macías, Ricardo",1,"person"
"Tiziano, Vecellio",2,"person"
"Tobar, Alfonso",3,"person"
"Tobón Mejía, Marco",57,"person"
"Toché, Raoul",1,"person"
"Tolosa Latour, Manuel",1,"person"
"Tolstói, Lev Nikoláievich",3,"person"
"Tolstoj, Lev Nikolaevic",9,"person"
"Tomás Salvany, Juan",1,"person"
"Tondreau, N.",1,"person"
"Torent, Evelio",2,"person"
"Toribio Marina",1,"person"
"Tornor, F. M.",1,"person"
"Toro, Luis del",4,"person"
"Torras, J.",1,"person"
"Torre López, Antonio de la",3,"person"
"Torre, Francisco de la",1,"person"
"Torrecilla, Valentín",1,"person"
"Torres-García, Joaquín",6,"person"
"Torres Durán, Carlos",1,"person"
"Torres Méndez, Ramón",1,"person"
"Torres Pinzón, Carlos A.",6,"person"
"Torres Torija, Manuel",4,"person"
"Torres Umaña, Calixto",2,"person"
"Torres, Carlos Arturo",7,"person"
"Toudouze, Georges-Gustave",1,"person"
"Toulet, Paul-Jean",1,"person"
"Toussaint, René-Jean",11,"person"
"Tovar, Manuel",6,"person"
"Trejo, Joaquín",2,"person"
"Trespalacios, Jesús María",1,"person"
"Triana, Miguel",5,"person"
"Trigo, Felipe",6,"person"
"Trilles, Miguel Ángel",3,"person"
"Trilles, Ramón",1,"person"
"Tronchet, Guillaume",2,"person"
"Troyo, Rafael Ángel",1,"person"
"Tubau, María",1,"person"
"Turcios, Froylán",16,"person"
"Turgenev, Ivan",14,"person"
"Turista",2,"person"
"Turot, Henri",1,"person"
"Twain, Marc",1,"person"
"Twain, Mark",1,"person"
"Ubeda Correal, José",1,"person"
"Ugarte, Javier",3,"person"
"Ugarte, Manuel",8,"person"
"Ugarte, Miguel",4,"person"
"Uhland, Ludwig",1,"person"
"Uhrbach, Carlos Pío",5,"person"
"Uhrbach, Federico",3,"person"
"Un chico de la escuela",1,"person"
"Un dependiente",2,"person"
"Un entrometido",1,"person"
"Un Macero del Congreso",18,"person"
"Un manolo viejo",1,"person"
"Un pintor de brocha",4,"person"
"Un prójimo",1,"person"
"Un republicano socialista",1,"person"
"Un viejo",1,"person"
"Un viejo conservador",1,"person"
"Unamuno, Miguel de",50,"person"
"Unceta y López, Marcelino de",3,"person"
"Unciti, F. M.",1,"person"
"Undurraga, Agustín",2,"person"
"Uno de Daimiel",1,"person"
"Uno que fue amigo de Barrutia",38,"person"
"Urales, Federico",6,"person"
"Urbaneja Achelpohl, Luis M.",3,"person"
"Urbano, Rafael",4,"person"
"Urbina, Luis G.",23,"person"
"Urdaneta Ramos, Alfredo",1,"person"
"Urdaneta, Alberto",1,"person"
"Ureña, Daniel",1,"person"
"Uribe Ángel, Manuel",15,"person"
"Uribe Arango, Marcelino",1,"person"
"Uribe Gómez, Pedro",4,"person"
"Uribe Holguín, Guillermo",2,"person"
"Uribe Mejía, Francisco Antonio",1,"person"
"Uribe Uribe, Rafael",1,"person"
"Uribe, Basiliso",1,"person"
"Uribe, Diego",11,"person"
"Uribe, Gustavo",1,"person"
"Uribe, Joaquín Antonio",2,"person"
"Uribe, Martín",1,"person"
"Urrecha, Federico",2,"person"
"Urrutia, Francisco José",3,"person"
"Urueta, Jesús",10,"person"
"Urzúa S., F. Javier",1,"person"
"Usera y Sánchez, Marcelo de",1,"person"
"Utrillo, Miguel",3,"person"
"V.",1,"person"
"V. V.",1,"person"
"Vaca, Vicente",2,"person"
"Vafri",1,"person"
"Val, Luis de",1,"person"
"Valbuena Valverde, Francisco",1,"person"
"Valbuena, Antonio de",1,"person"
"Valcarce García, Javier",1,"person"
"Valcárcel Romeu, Manuel",23,"person"
"Valderrama, Felipe",12,"person"
"Valdés, Julio César",1,"person"
"Valdivia, Aniceto",5,"person"
"Valdivieso, Dio Armando",1,"person"
"Valencia, Francisco",20,"person"
"Valencia, Guillermo",6,"person"
"Valencia, Miguel Santiago",4,"person"
"Valentí Camp, Santiago",7,"person"
"Valentí, Rubén",1,"person"
"Valenzuela Llanos, Alberto",1,"person"
"Valenzuela Olivos, Eduardo",4,"person"
"Valenzuela Puelma, Alfredo",2,"person"
"Valenzuela, Benigno",1,"person"
"Valenzuela, Eduardo",1,"person"
"Valenzuela, Emilio",1,"person"
"Valenzuela, Jesús E.",16,"person"
"Valenzuela, Teodoro",1,"person"
"Valera, Juan",8,"person"
"Valera, Luis",1,"person"
"Valero de Tornos, Juan",135,"person"
"Valero Martín, Alberto",14,"person"
"Valero Martín, Gonzalo",1,"person"
"Valero Martín, Juan",1,"person"
"Valero Martín, Luis",1,"person"
"Valladar, Francisco de Paula",2,"person"
"Valle",1,"person"
"Valle-Inclán, Ramón del",11,"person"
"Valle, Adrián del",4,"person"
"Valle, Bolivia",1,"person"
"Valle, Eduardo del",1,"person"
"Vallejo, Francisco Luis de",1,"person"
"Vallejo, Juan",2,"person"
"Vallejo, Mariano",17,"person"
"Vallés, L.",1,"person"
"Vallés, Leopoldo",2,"person"
"Vallette-Eymery, Marguerite",1,"person"
"Van Rysselberghe, Théo",1,"person"
"Vandine, Mary E.",1,"person"
"Varas Espinosa, Manuel J.",1,"person"
"Varela, Aurelio",1,"person"
"Vargas Tamayo, Roberto",3,"person"
"Vargas Vila, José María",5,"person"
"Vargas, Justo",1,"person"
"Varigny, Charles Victor Crosnier",1,"person"
"Varona Murias, Francisco",1,"person"
"Varona, Enrique José",2,"person"
"Vasco, Eduardo",7,"person"
"Vaso, José G.",1,"person"
"Vásquez Barreneche, Alejandro",1,"person"
"Vásquez Guarda, Efraím",1,"person"
"Vásquez, Honorato",1,"person"
"Vásquez, Juan de Dios",5,"person"
"Vedia, Agustín de",1,"person"
"Vega Serrano, José de la",1,"person"
"Vega y Carrasco, Angel de la",1,"person"
"Vega, Alejandro",6,"person"
"Vega, Enrique de la",1,"person"
"Vega, Lope de",3,"person"
"Vega, Ricardo de la",9,"person"
"Vegue y Goldoni, Ángel",4,"person"
"Velao Collado, Darío",2,"person"
"Velarde, J.",1,"person"
"Velarde, Samuel",2,"person"
"Velasco, José",1,"person"
"Velasco, Manuel de",1,"person"
"Velásquez Botero, Samuel",8,"person"
"Velásquez García, José",33,"person"
"Velásquez, Edmundo",4,"person"
"Velásquez, Miguel A.",1,"person"
"Velázquez, Alejandro",1,"person"
"Velázquez, Diego",3,"person"
"Velázquez, Samuel",1,"person"
"Vélez Barrientos, Lucrecio",14,"person"
"Vélez Sarsfield, Dalmacio",2,"person"
"Vélez, Bonifacio",5,"person"
"Vélez, Salvador",3,"person"
"Vélez, Victoriano",8,"person"
"Velilla Yepes, Samuel",1,"person"
"Ventura, Arturo",1,"person"
"Vera, Vicente",1,"person"
"Verbrugghe, George",2,"person"
"Verbrugghe, Louis Emile",2,"person"
"Verdaguer, Jacint",4,"person"
"Verdes Montenegro y Montóro, José",5,"person"
"Verdes Montenegro, José",5,"person"
"Verdi, Napoleón R.",1,"person"
"Verdugo Landi, Francisco",9,"person"
"Verdugo Landi, Ricardo",5,"person"
"Verdugo, B. G.",1,"person"
"Verdugo, F.",2,"person"
"Vereas, J.",1,"person"
"Vergara Osses, Ulises",1,"person"
"Vergara y Vergara, José María",1,"person"
"Verhaeren, Émile",7,"person"
"Verlaine, Paul",17,"person"
"Vermay y Mantilla, J.",1,"person"
"Vermersch, R. Santa María",3,"person"
"Vicaire, Gabriel",1,"person"
"Vicen, Jerónimo",1,"person"
"Vicent, José",1,"person"
"Vicente Casanova y Marzol",1,"person"
"Vicenti, Alfredo",1,"person"
"Vidal Pacheco, Gonzalo",4,"person"
"Vidal y Careta, Francisco",2,"person"
"Vidal, Enrique",3,"person"
"Vidal, Fabián",3,"person"
"Vidal, Gonzalo",5,"person"
"Vielé-Griffin, Francis",1,"person"
"Vila, Pablo",2,"person"
"Viladot, Onofre",2,"person"
"Vilgio, Leo",1,"person"
"Villa Carrasquilla, Jorge",6,"person"
"Villa López, Francisco",3,"person"
"Villa Vélez, Eduardo",2,"person"
"Villaespesa, Francisco",9,"person"
"Villafañe, Carlos",9,"person"
"Villahermosa y Borao, Pedro Antonio",4,"person"
"Villalba",2,"person"
"Villalpando, Jesús",1,"person"
"Villamartín, Isabel de",1,"person"
"Villanueva y Gómez, Miguel",1,"person"
"Villar Besada, Cesáreo del",30,"person"
"Villegas Arango, Alfonso",1,"person"
"Villegas, Aquilino",6,"person"
"Villegas, José",1,"person"
"Villegas, Luis Eduardo",5,"person"
"Villegas, Marco A.",1,"person"
"Villiers de L'Isle-Adam, Auguste de",2,"person"
"Villota, Manuel de",1,"person"
"Vinaixa, J. Jorge",1,"person"
"Virués, Gregorio",1,"person"
"Visan, Tancrède de",1,"person"
"Viura, Xavier",1,"person"
"Vives, Luis",5,"person"
"Vogüé, Eugène Melchior de",1,"person"
"Volkmann-Leander, Richard von",1,"person"
"Volney",1,"person"
"Wadsworth Longfellow, Henry",2,"person"
"Wagner, Cosima",1,"person"
"Wagner, Richard",1,"person"
"Walker Martínez, Carlos",1,"person"
"Wanderer",3,"person"
"Wellington, Arthur Wellesley",1,"person"
"Werner, C. von",2,"person"
"Werther",4,"person"
"Weyler, Valeriano",1,"person"
"Wied, Elisabeth Ottilie Luise von",1,"person"
"Wilde, Oscar",8,"person"
"Wilhemi, Berta",1,"person"
"Williams, Alberto",3,"person"
"Williams, Leonard",1,"person"
"Willy",1,"person"
"Wilson, Woodrow",1,"person"
"Wolff, Pierre",1,"person"
"Wyzewa, Teodor de",2,"person"
"X.",1,"person"
"X. X.",3,"person"
"X. y Z.",1,"person"
"Xandaró",2,"person"
"Xanrof, León",1,"person"
"Xaudaró, Joaquín",3,"person"
"Xifré, José",1,"person"
"YAR",1,"person"
"Yepes, Joaquín E.",5,"person"
"Yrayzoz, Fiacro",1,"person"
"Yver, Colette",1,"person"
"Yxart, Josep",1,"person"
"Z y Z.",1,"person"
"Zaavedra Zárate, César",2,"person"
"Zahonero, José",3,"person"
"Zamacois, Eduardo",13,"person"
"Zambrana y Vázquez, Antonio",1,"person"
"Zancada, Práxedes",1,"person"
"Zapata A., José J.",1,"person"
"Zapata Lillo, Francisco",2,"person"
"Zapata, Felipe",1,"person"
"Zapata, Marcos",51,"person"
"Zaporta, Facundo M.",1,"person"
"Zaragoza, Antonio",5,"person"
"Zárate Ruiz, Francisco",1,"person"
"Zárate, Eduardo E.",2,"person"
"Zardarean, Ruben",1,"person"
"Zarza, Mariano",1,"person"
"Zavala, Eugenio",1,"person"
"Zayas Enríquez, Rafael de",4,"person"
"Zayas y Alfonso, Alfredo",7,"person"
"Zayas, Antonio de",4,"person"
"Zegera Pau, Emilcar",1,"person"
"Zeno Gandía, Manuel",2,"person"
"Zola, Émile",26,"person"
"Zorrilla, José",2,"person"
"Zozaya, Antonio",2,"person"
"Zozaya, Luis",1,"person"
"Zuazo, Francisco José de",1,"person"
"Zuleta Gaviria, Eduardo",4,"person"
"Zuleta, Juan A.",2,"person"
"Zuleta, Luis de",3,"person"
"Zulueta, Juan P. de",6,"person"
"Zulueta, Luis de",4,"person"
"Zumeta, César",4,"person"
"Zúñiga, Dante",1,"person"
"Zurano Muñoz, Emilio",4,"person"
"Zwintscher, Oskar",1,"person"
