NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
El Repertorio. Revista Mensual Ilustrada,10,"Duque, Antonio de J.",Creador,"Duque, A. J.",Colombia,Puente de Occidente,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/08/23,24-26,"1. El texto tiene fecha de mayo de 1896, en Medellín.
2. Se menciona el calibrador de alambre de Birmingham, lo que da cuenta de una transferecnia técnica. También se dice que algunos materiales metálicos se pideron fraccionados al extranjero. No obstante se dice que la obra es genuinamente nacional. [Transf. internacional]
3. Se mencionan locuciones extranjeras: in extenso (latín). [Transf. internacional]
4. Se menciona a Camille Flammarion (francés, astrónomo y cuentista). [Transf. internacional]
5. Se menciona a John Augustus Roebling (estadounidense, ingeniero civil). [Transf. internacional]
6. Se mencionan obras de la ingeniería civil de otros lugares del mundo: el puente colgado del Niágara, el piuente Brooklyn, la Torre Eiffel, el Partenón de Atenas, el Viaducto de Verrugas en Perú. [Transf. internacional]
7. Se menciona a Minerva (diosa de la mitología romana), Fidias (escultor de la Antigua Grecia) y Praxíteles (escultor clásico ático). [Transf. internacional]"
El Repertorio. Revista Mensual Ilustrada,11,"Castelar, Emilio",Creador,Castelar,España,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,26,"0. La única autoría es ""Castelar"". Se asume que se trata de Emilio Castelar por las fechas de nacimiento y defunción.
1. Es una nota o cita sin título."
El Repertorio. Revista Mensual Ilustrada,12,"Velásquez García, José",Creador,"Vives Guerra, Julio",Colombia,A Maximiliano Grillo,1,Junio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,1,27,NA
El Repertorio. Revista Mensual Ilustrada,13,"Grégory, Pedro N.",Creador,P. N. G.,NA,Arte,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/05/23,28-32,"1. El texto tiene fecha de 1896, en Medellín.
2. El autor muestra una postura sobre el arte y la experiencia estética que bien podría ser el resultado de varias lecturas y análisis. Aquí se percibe una transferencia de ideas, pero no puede precisarse. Similar a esto son las menciones a temas de la Física y Biología, así como de Química. [Transf. internacional y nacional]
3. Se mencionan a los filósofos deístas y a los filósofos espiritualistas (posturas europeas). [Transf. internacional]
4. Se menciona a Miguel Ángel (italiano, escultor) y a su obra Moisés (escultura). [Transf. internacional]"
El Repertorio. Revista Mensual Ilustrada,14a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,32,1. Sobre las razones del retraso del número.
El Repertorio. Revista Mensual Ilustrada,14b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,32,1. Sobre las razones del retraso del número.
El Repertorio. Revista Mensual Ilustrada,15a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,32,"1. Se menciona que tres periódicos medellinenses hablaron del periódico El Repertorio: La Bohemia Alegre, Las Novedades y El Esfuerzo. [Trans. nacional]
2. Se menciona que algunos periódicos de Bogotá también hicieron menciones sobre El Repertorio, pero no se especifica cuáles. [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,15b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,32,"1. Se menciona que tres periódicos medellinenses hablaron del periódico El Repertorio: La Bohemia Alegre, Las Novedades y El Esfuerzo. [Trans. nacional]
2. Se menciona que algunos periódicos de Bogotá también hicieron menciones sobre El Repertorio, pero no se especifica cuáles. [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,16a,"Greiff, Luis de",Director,NA,Colombia,Curiosidad,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.6,32-33,1. Queja sobre la mala inversión de dineros en trabajos innecesarios para la remodelación de una de las catedrales (no se especifica cuál).
El Repertorio. Revista Mensual Ilustrada,16b,"Rodríguez, Horacio Marino",Director,NA,Colombia,Curiosidad,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.6,32-33,1. Queja sobre la mala inversión de dineros en trabajos innecesarios para la remodelación de una de las catedrales (no se especifica cuál).
El Repertorio. Revista Mensual Ilustrada,17,"Balart, Federico",Creador,Balart,España,Cuatro tablas,1,Junio de 1896,No,NA,Español,NA,Poesía,Minucias,NA,NA,0.1,33,"1. Este poema aparece en el apartado de ""Minucias"" sin título y solo con la mención del apellido del autor. Se busca en internet para completar los datos. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,18a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,33,"1. Se dice que el periódico está a la espera de un texto enviado por Rafael María Merchán (cubano, crítico), titulado Cuba. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,18b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,33,"1. Se dice que el periódico está a la espera de un texto enviado por Rafael María Merchán (cubano, crítico), titulado Cuba. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,19,"Goethe, Johann Wolfgang von",Creador,Goethe,Alemania,NA,1,Junio de 1896,Sí,"Greiff, Luis de; Rodríguez, Horacio M.",Español,Alemán,Poesía,Minucias,NA,NA,0.1,33,"1. Este poema aparece en el apartado de ""Minucias"" sin título y solo con la mención del apellido del autor. Se busca en internet para completar los datos pero no se encuentra referencias del mismo. [Trans. internacional]
2. En el índice se le concede la autoría de las ""Minucias"" a los dos directores, por lo que se asume que ellos dos son los traductores del poema."
El Repertorio. Revista Mensual Ilustrada,20,"Nieremberg, Juan Eusebio",Creador,Nieremberg,España,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,33,"1. Se agrega una frase de Nieremberg en el apartado de ""Minucias"" sin título y solo con la mención del apellido del autor. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,21a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.2,33,"1. En el texto se encuentra una cita bíblica del Libro de los Jueces (libro del Antiguo Testamento), capítulo XI. [Trans. internacional]
2. Se menciona el chocolate de Caldas. [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,21b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.2,33,"1. En el texto se encuentra una cita bíblica del Libro de los Jueces (libro del Antiguo Testamento), capítulo XI. [Trans. internacional]
2. Se menciona el chocolate de Caldas. [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,22,"Sousa, Lope de",Creador,NA,España,NA,1,Junio de 1896,No,NA,Español,NA,Poesía,Minucias,NA,NA,0.1,33,"1. Se agrega una frase de Lope de Sousa en el apartado de ""Minucias"" sin título. [Trans. internacional]
2. Se cree que no es una traducción puesto que el autor escribió poesía en castellano y en portugués. Info: https://www.wikidata.org/wiki/Q51881490"
El Repertorio. Revista Mensual Ilustrada,23a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,34,"1. En el texto se menciona a José Asunción Silva (colombiano, poeta). [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,23b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,34,"1. En el texto se menciona a José Asunción Silva (colombiano, poeta). [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,24,"Saavedra, Ángel de",Creador,NA,España,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,34,"1. Se agrega una frase de Ángel de Saavedra en el apartado de ""Minucias"" sin título. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,25a,"Greiff, Luis de",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,34,1. Se celebra la publicación del libro de Antonio J. Duque (ingeniero) titulado Memorandum de bolsillo.
El Repertorio. Revista Mensual Ilustrada,25b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,34,1. Se celebra la publicación del libro de Antonio J. Duque (ingeniero) titulado Memorandum de bolsillo.
El Repertorio. Revista Mensual Ilustrada,26a,"Greiff, Luis de",Director,NA,Colombia,Luz Rœntgen,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.7,34,"1. Se menciona a Thomas Alva Edison (estadounidense, inventor). [Trans. internacional]
2. Se menciona a Carl Du Prel (alemán, filósofo) y se copian apartados de un texto suyo publicado por un periódico chileno (no se especifica el nombre del periódico y tampoco se encontró). El título del texto es Los rayos rœntgen y el ocultismo. [Trans. internacional]
3. Se menciona a Hans Reichenbach (alemán, físico). [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,26b,"Rodríguez, Horacio Marino",Director,NA,Colombia,Luz Rœntgen,1,Junio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.7,34,"1. Se menciona a Thomas Alva Edison (estadounidense, inventor). [Trans. internacional]
2. Se menciona a Carl Du Prel (alemán, filósofo) y se copian apartados de un texto suyo publicado por un periódico chileno (no se especifica el nombre del periódico y tampoco se encontró). El título del texto es Los rayos rœntgen y el ocultismo. [Trans. internacional]
3. Se menciona a Hans Reichenbach (alemán, físico). [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,27,"Greiff, Luis de",Director,NA,Colombia,Camilo A. Echeverri,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/05/23,35-36,"0. El autor se saca del índice.
1. Se menciona a Gaspar Chaverra, seudónimo de Lucrecio Vélez (colombiano, crítico), y se dice que conoce Frutos de mi tierra de Carrasquilla, así como la obra de Emiro Kastos. [Trans. nacional]
2. Se menciona a Emiro Kastos, seudónimo de Juan de Dios Restrepo (colombiano, escritor). [Trans. nacional]
3. Se mencionan varias obras de Camilo Antonio Echeverri (colombiano, escritor): Noches en el hospital, La Imprenta, El Huevo, El Murciélago, El Gallinazo, las Conferencias y los defensas de Luis Umaña Jimeno y Manuel S. López. [Trans. nacional]"
El Repertorio. Revista Mensual Ilustrada,28,Anónimo,Ilustrador,Maya,NA,C. A. E.,2,Julio de 1896,No,NA,Español,NA,Imagen,NA,NA,NA,0.5,36,"1. Es un grabado del retrato de Camilo Antonio Echeverri.
2. En el grabado figura una firma ""Maya"".
3. Se agrega al periódico con el título del grabado y con la fecha de nacimiento y defunción del retratado."
El Repertorio. Revista Mensual Ilustrada,29,"Hernández, Luis María",Creador,Mustio,Colombia,A la memoria del Doctor Camilo A. Echeverri,2,Julio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,02/05/23,37-39,"0. Dice: ""La composición fue leída en el Liceo del Porvenir"".
1. El poema tiene fecha de 1890, en Medellín. 
2. Se menciona a Bayardo como un ser inmortal (no se pudo identificar la referencia).
3. Se menciona al profeta Isaías. [Trans. nacional]
4. Se menciona a Galileo Galilei (italiano, científico). [Trans. internacional]
5. Se menciona a Parnaso, personaje de la mitología griega. [Trans. internacional]
6. Se menciona a Antonio Nariño. [Trans. nacional]
7. Al principio del poema hay una cita de C. A. Echeverri."
El Repertorio. Revista Mensual Ilustrada,30,"Echeverri, Camilo Antonio",Creador,C. A. E.,Colombia,La justicia,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/02/23,39-43,"1. El texto tiene fecha del 20 de julio de 1868, en Medellín.
2. Se menciona a Zabulón, personaje bíblico. [Trans. internacional]
3. Se menciona a Holofernes, general asirio. [Trans. internacional]
4. Se menciona a Ozías, rey de Judá. En el texto lo escriben como Ossías. [Trans. internacional]
5. Se menciona a Judit, personaje bíblico. [Trans. internacional]
6. En el texto se encuentran frases en latín. [Trans. internacional]
7. Se menciona la Revolución Francesa y la Gironda (departamento francés). [Trans. internacional]
8. Se menciona a Luis XIV el grande (francés, rey) y a Jean-Paul Marat (francés, científico). [Trans. internacional]
9. Se menciona a Carlota Corday (francesa, personaje histórico). [Trans. internacional]
10. Se menciona a Marco Junio Bruto y a Cayo Casio Longino, ambos senadores romanos. [Trans. internacional]
11. Se menciona a María Antonieta, a Isabel de Francia, a la princesa de Lamballe, a madame Roland, todas mujeres franceses. Unas aristócratas, la última revolucionara. [Trans. internacional]"
El Repertorio. Revista Mensual Ilustrada,31,"Saint-Victor, Paul de",Creador,NA,Francia,La Venus de Milo,2,Julio de 1896,Sí,NA,Español,Francés,Prosa No ficción,NA,NA,NA,03/03/23,43-47,"1. El texto es una traducción del francés de una oda (o similar) a la belleza de la Venus de Milo.
2. Inluye referencias a la cultura griega y romana y hace descripciones detalladas de la escultura de la Venus.
3. También hace mención de espacios arquitectónicos franceses.
4. La referencia del texto aparece en la página 65, número II, de El Repertorio. Es tomado de La España Moderna."
El Repertorio. Revista Mensual Ilustrada,32,"Cano, Francisco Antonio",Ilustrador,F. C.,Colombia,NA,2,Julio de 1896,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,44,"1. Es un grabado de la escultura de la Venus de Milo.
2. El nombre del autor figura en página 65, número II, de El Repertorio."
El Repertorio. Revista Mensual Ilustrada,33,"Greiff, Carlos de",Creador,"Henry, Karl",Colombia,Las psicopatías,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/07/23,47-49,"1. El texto tiene fecha de junio de 1896, en Medellín."
El Repertorio. Revista Mensual Ilustrada,34,"Rodríguez, Horacio Marino",Director,H. M. R.,Colombia,Nuestros artistas,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,05/08/23,50-56,"1. El texto tiene fecha de julio de 1896, en Medellín.
2. Texto sobre la obra de Francisco Antonio Cano y su genio artístico."
El Repertorio. Revista Mensual Ilustrada,35,"Cano, Francisco Antonio",Ilustrador,"Cano, F. A.",Colombia,En el lavadero,2,Julio de 1896,No,NA,NA,NA,Imagen,NA,NA,NA,0.4,50,"1. Se identifica la pieza como un fotograbado. El fotograbador fue Horacio M. Rodríguez y fue retocado por el buril de Francisco Antonio Cano.
2. El nombre del fotograbador figura en la página 65, número II, de El Repertorio."
El Repertorio. Revista Mensual Ilustrada,36,"Cano, Francisco Antonio",Ilustrador,"Cano, F. A.",Colombia,La vaca retrasada,2,Julio de 1896,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,54,"1. Se identifica la pieza como un fotograbado. El fotograbador fue Horacio M. Rodríguez y fue retocado por el buril de Francisco Antonio Cano.
2. El nombre del fotograbador figura en la página 65, número II, de El Repertorio."
El Repertorio. Revista Mensual Ilustrada,37,"Restrepo, Saturnino",Creador,NA,Colombia,Perfil y frente,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/07/23,56-59,"1. El texto tiene fecha del 17 de junio de 1896, en Medellín.
2. El texto trata sobre el poeta Federico Carlos Henao (""Carlos Espinela""), quien es continuamente publicado en ""La Bohemia Alegre""."
El Repertorio. Revista Mensual Ilustrada,38,"Henao, Federico Carlos",Creador,NA,Colombia,De invierno,2,Julio de 1896,No,NA,Español,NA,Poesía,NA,"Vives Guerra, Julio (Velásquez García, José)",NA,0.8,59,"1. El poema tiene fecha de 1895.
2. Está dedicado a Julio Vives Guerra, seudónimo de José Velásquez García."
El Repertorio. Revista Mensual Ilustrada,39,"Henao, Federico Carlos",Creador,NA,Colombia,¡Por eso!,2,Julio de 1896,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,60,1. El poema tiene fecha de 1895.
El Repertorio. Revista Mensual Ilustrada,40,"Montoya, Antonio José",Creador,NA,Colombia,Tenoria,2,Julio de 1896,No,NA,Español,NA,Prosa Ficción,NA,"Gaviria A., Enrique",NA,01/05/23,60-62,1. El texto tiene fecha de mayo de 1896.
El Repertorio. Revista Mensual Ilustrada,41,"Cano, Francisco Antonio",Ilustrador,F. C.,Colombia,NA,2,Julio de 1896,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,60,"1. Es un grabado de un hombre y una mujer hablando en una habitación iluminada por una vela.
2. El nombre del autor figura en página 65, número II, de El Repertorio."
El Repertorio. Revista Mensual Ilustrada,42,"Cano, Francisco Antonio",Ilustrador,F. C.,Colombia,NA,2,Julio de 1896,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,61,"1. Es un grabado de la cabeza de un niño pequeño.
2. El nombre del autor figura en página 65, número II, de El Repertorio."
El Repertorio. Revista Mensual Ilustrada,43a,"Greiff, Luis de",Director,NA,Colombia,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,62,"1. Se menciona que El Espectador, El Aviso, Las Novedades y Los Tiempos han mencionado a El Repertorio en sus páginas."
El Repertorio. Revista Mensual Ilustrada,43b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,62,"1. Se menciona que El Espectador, El Aviso, Las Novedades y Los Tiempos han mencionado a El Repertorio en sus páginas."
El Repertorio. Revista Mensual Ilustrada,44a,"Greiff, Luis de",Director,NA,Colombia,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,62,1. Se menciona que Januario Henao y Carlos E. Restrepo han felicitado el proyecto de El Repertorio.
El Repertorio. Revista Mensual Ilustrada,44b,"Rodríguez, Horacio Marino",Director,NA,Colombia,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,62,1. Se menciona que Januario Henao y Carlos E. Restrepo han felicitado el proyecto de El Repertorio.
El Repertorio. Revista Mensual Ilustrada,45,"Nieremberg, Juan Eusebio",Creador,Nieremberg,España,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.1,62,"1. Se agrega una frase de Nieremberg en el apartado de ""Minucias"" sin título y solo con la mención del apellido del autor."
El Repertorio. Revista Mensual Ilustrada,46,"Echeverri, Camilo Antonio",Creador,C. A. E.,Colombia,NA,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.3,62,"1. Se agrega una frase de Echeverri en el apartado de ""Minucias"" sin título y solo con la mención de sus inciales."
El Repertorio. Revista Mensual Ilustrada,47a,"Greiff, Luis de",Director,NA,Colombia,Jorge Isaacs,2,Julio de 1896,No,NA,Español,NA,Prosa No ficción,Minucias,NA,NA,0.5,62-63,"1. Sobre la muerte de Jorge Isaacs.
2. Se mencionan algunas obras del autor."
