NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
El Montañés,14,"Rodríguez, Horacio Marino",Ilustrador,NA,Colombia,El pequeño Peralta,Vol. 1. Núm. 1,Septiembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",43,
El Montañés,15,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 1,Septiembre de 1897,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,"12,5",44-56,
El Montañés,16a,"Rodríguez, Horacio Marino",Ilustrador,Rodríguez y Mesa,Colombia,Rafael Pérez,Vol. 1. Núm. 1,Septiembre de 1897,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,8",57,
El Montañés,16b,"Mesa, Rafael",Ilustrador,Rodríguez y Mesa,Colombia,Rafael Pérez,Vol. 1. Núm. 1,Septiembre de 1897,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,8",57,
El Montañés,17,"Pérez, Rafael",Creador,NA,Colombia,De la Educación,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,Discurso,NA,NA,10,58-67,
El Montañés,18,"Escovar, José María",Creador,NA,Colombia,Carta Abierta,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,Carta,"Pérez, Laura de",NA,7,68-74,
El Montañés,19,"Montoya, Gabriel",Ilustrador,NA,Colombia,El escritor,Vol. 1. Núm. 2,Octubre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",75,
El Montañés,20,"Montoya, José",Creador,NA,Colombia,La Jeringuilla de Pravaz,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"15,6",75-90,
El Montañés,21,Anónimo,Ilustrador,NA,NA,NA,Vol. 1. Núm. 2,Octubre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",90,No se pudo rastrear el autor
El Montañés,22,"Beyle, Henri",Creador,Stendhal,Francia,De un Párrafo de Stendhal,Vol. 1. Núm. 2,Octubre de 1897,Sí,"Gómez, Francisco",Español,Francés,Poesía,NA,"Johnson, Arturo",NA,1,91,Transferencia
El Montañés,23,"Fernández Avendaño, Enrique Wenceslao",Creador,NA,Colombia,Su Última Oración,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,"0,5",92,
El Montañés,24,"Botero Guerra, Camilo",Creador,Don Juan del Martillo,Colombia,A Efe Gómez,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,Carta,NA,NA,"2,5",92-94,
El Montañés,25,"Vélez, Bonifacio",Creador,NA,Colombia,"""El moro"" de Marroquín - Y vicios ocultos llamados Redhibitorios",Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,4,95-98,
El Montañés,26,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,"3,5",99-102,
El Montañés,27,Anónimo,Ilustrador,NA,Colombia,Las señoras,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"0,1",99,
El Montañés,28,Anónimo,Creador,NA,Colombia,Documentos Importantes,Vol. 1. Núm. 2,Octubre de 1897,No,NA,Español,NA,Prosa No ficción,Acta,NA,NA,"2,1",102-104,"Acta cocnerniente al plagio / traducción de un texto que iba a ser publicado en la revista de la autoría de ""M. de Fleury"", robado de la publicación ""La Novuelle Revue"" de París."
El Montañés,29,Anónimo,Ilustrador,NA,Colombia,Retrato de Tomás Carrasquilla,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,8",105,
El Montañés,30,"Montoya, José",Reseñista,NA,Colombia,Tomás Carrasquilla,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Reseña,NA,NA,"""Frutos de mi Tierra"" y  ""Simón el mago"" de Tomás Carrasquilla","7,6",105-112,
El Montañés,31,"Jiménez, Tobías",Creador,NA,Colombia,Perfiles Antioqueños - El estudiante,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Poesía,NA,"Gómez, Francisco",NA,"0,5",112,
El Montañés,32,"Rodríguez, Horacio Marino",Ilustrador,H. M. R.,Colombia,Blanca,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",113,
El Montañés,33,"Carrasquilla, Tomás",Creador,NA,Colombia,Blanca,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"20,5",113-133,
El Montañés,34a,"Mesa, Rafael",Ilustrador,Rodríguez y Mesa,Colombia,La niña y el gato,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",115,
El Montañés,34b,"Rodríguez, Horacio Marino",Ilustrador,Rodríguez y Mesa,Colombia,La niña y el gato,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",115,
El Montañés,35,"Rodríguez, Melitón",Ilustrador,NA,Colombia,Niña,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,5",121,Melitón Rodríguez hijo
El Montañés,36,"Montoya, Gabriel",Ilustrador,NA,Colombia,Virgen María,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,5",125,
El Montañés,37,"Montoya, Gabriel",Ilustrador,NA,Colombia,La pileta,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",133,
El Montañés,38,"Ospina, Pedro Nel",Creador,NA,Colombia,Río Arriba (de Zaragoza Á Dosbocas),Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"5,4",134-139,
El Montañés,39,"Vélez, Bonifacio",Creador,NA,Colombia,"""El moro"" de Marroquín - Y vicios ocultos llamados Redhibitorios (conclusión)",Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,139-146,
El Montañés,40,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,"4,6",146-150,
El Montañés,41,Anónimo,Creador,NA,Colombia,La junta Redactora,Vol. 1. Núm. 3,Noviembre de 1897,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"0,3",150,Aviso de un exceso de envíos a la revista.
El Montañés,42,"Montoya, Gabriel",Ilustrador,NA,Colombia,Alegoría de Nochebuena (fotograbado),Vol. 1. Núm. 4,Diciembre de 1897,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,1,151,"La obra se titula ""Ensueño"" en el índice catalográfico del número 1."
El Montañés,43,"Cano Gutiérrez, Fidel",Creador,NA,Colombia,Visitas tenemos [En la Navidad de 1896],Vol. 1. Núm. 4,Diciembre de 1897,No,NA,Español,NA,Poesía,NA,NA,NA,"1,4",152-153,
El Montañés,44,"Carrasquilla, Tomás",Creador,NA,Colombia,Dimitas Arias,Vol. 1. Núm. 4,Diciembre de 1897,No,NA,Español,NA,Prosa No ficción,NA,"Ángel, Uribe",NA,35,153-188,
El Montañés,45,"Montoya, Gabriel",Ilustrador,NA,Colombia,Alacrán,Vol. 1. Núm. 4,Diciembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,1",174,
El Montañés,46,"Montoya, Gabriel",Ilustrador,NA,Colombia,La niña,Vol. 1. Núm. 4,Diciembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",176,
El Montañés,47,"Montoya, Gabriel",Ilustrador,NA,Colombia,El bebe,Vol. 1. Núm. 4,Diciembre de 1897,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,4",183,
El Montañés,48,"Escovar, José María",Creador,J. M. E.,Colombia,"""Rompe-Cabezas"" para Nochebuena",Vol. 1. Núm. 4,Diciembre de 1897,No,NA,Español,NA,Prosa No ficción,Rompe-Cabezas,NA,NA,5,188-192,
El Montañés,49,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 4,Diciembre de 1897,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,"4,5",192-196,
El Montañés,50,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,Luis J. Muñoz,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,1",197,
El Montañés,51,"Muñoz, Luis J.",Creador,NA,Colombia,Los Obstáculos de la Educación,Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Prosa No ficción,Discurso,NA,NA,"9,6",197-206,
El Montañés,52,"Ospina Vásquez, Mariano",Creador,M. O. V.,Colombia,Aguardando el Año Nuevo,Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"1,1",206-207,
El Montañés,53,"Montoya, Gabriel",Ilustrador,NA,Colombia,Paisaje,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",208,
El Montañés,54,"Olano, Ricardo",Creador,NA,Colombia,Apolinar (Cuadritos de tierra caliente),Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"10,6",208-218,
El Montañés,55,"Montoya, Gabriel",Ilustrador,NA,Colombia,Paisaje,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",213,
El Montañés,56,"Montoya, Gabriel",Ilustrador,NA,Colombia,Bosque,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",218,
El Montañés,57,"Restrepo, José María",Creador,Abel Farina,Colombia,Orgullo,Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,1,219,
El Montañés,58,"Restrepo, Lucio A.",Creador,NA,Colombia,Antioquia y Cauca,Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,5,220-224,
El Montañés,59,"Escovar, José María",Creador,J. M. Escovar,Colombia,"Soluciones del ""Rompe-Cabezas"" para Nochebuena",Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"2,5",225-227,
El Montañés,60a,"Acevedo Bernal, Ricardo",Ilustrador,NA,Colombia,Retrato de Francisco A. Cano,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,1,228,Colaboración de Acebedo con Rodríguez y Mesa.
El Montañés,60b,"Rodríguez, Horacio Marino",Ilustrador,Rodríguez y Mesa,Colombia,Retrato de Francisco A. Cano,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,1,228,Colaboración de Acebedo con Rodríguez y Mesa.
El Montañés,60c,"Mesa, Rafael",Ilustrador,Rodríguez y Mesa,Colombia,Retrato de Francisco A. Cano,Vol. 1. Núm. 5,Enero de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,1,228,Colaboración de Acebedo con Rodríguez y Mesa.
El Montañés,61,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 5,Enero de 1898,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,6,229-234,
El Montañés,62,"Rodríguez, Horacio Marino",Ilustrador,NA,Colombia,Carlos Segismundo de Greiff,Vol. 1. Núm. 6,Febrero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,5",235,
El Montañés,63,"Gómez Barrientos, Estanislao",Creador,NA,Colombia,Don Carlos Segismundo de Greiff,Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,17,235-252,
El Montañés,64,"Robledo, Emilio",Creador,NA,Colombia,Nictalopia,Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Poesía,NA,"Duque, Eduardo",NA,"1,4",252-253,
El Montañés,65,"Restrepo, Lucio A.",Creador,NA,Colombia,Antioquia y Cauca (continuación),Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,254-255,
El Montañés,66,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,Mujer,Vol. 1. Núm. 6,Febrero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,6",256,
El Montañés,67,"León Gómez, Adolfo",Creador,NA,Colombia,Moral,Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"2,4",256-258,
El Montañés,68,"Montoya, Gabriel",Ilustrador,NA,Colombia,Mujer y niño,Vol. 1. Núm. 6,Febrero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,5",258,
El Montañés,69,"Vásquez, Juan de Dios",Creador,Juan de D. Vásquez,Colombia,Contrastes,Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,9,258-268,
El Montañés,70,"Montoya, Gabriel",Ilustrador,NA,Colombia,Aves,Vol. 1. Núm. 6,Febrero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",262,
El Montañés,71,"Montoya, Gabriel",Ilustrador,NA,Colombia,Mujer y niño,Vol. 1. Núm. 6,Febrero de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",264,
El Montañés,72,"Ospina Vásquez, Mariano",Creador,M. O. V.,Colombia,"""De muerte"" ",Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"0,7",268,
El Montañés,73,"Restrepo, Saturnino",Creador,"Restrepo, S.",Colombia,Santiago Pérez Triana,Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,8,269-276,
El Montañés,74,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 6,Febrero de 1898,No,NA,Español,NA,Prosa No ficción,Reseña,NA,NA,2,277-278,
El Montañés,75,"Cano, Francisco Antonio",Creador,Francisco A. Cano,Colombia,Puerta del Hospital (Honda),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Imagen,Ilustración,NA,NA,"0,7",279,
El Montañés,76,"Velásquez Botero, Samuel",Creador,NA,Colombia,Visto de cerca,Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,6,280-285,
El Montañés,77,"Fernández Avendaño, Enrique Wenceslao",Creador,Enrique W. Fernández,Colombia,Recordando,Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"0,2",286-287,
El Montañés,78,"Gómez Barrientos, Estanislao",Creador,NA,Colombia,Don Carlos Segismundo de Greiff (conclusión),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"8,6",288-295,Se incluyen fragmentos epistolares de Segismundo de Greiff
El Montañés,79,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,Paisaje,Vol. 1. Núm. 7,Marzo de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",296,
El Montañés,80a,"Vidal, Gonzalo",Ninguno de los anteriores,NA,Colombia,Crepuscular (Romanza),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Partitura,Partitura,NA,NA,"2,2",296-298,Autor de la partitura
El Montañés,80b,"Vidal, Gonzalo",Creador,NA,Colombia,Crepuscular (Romanza),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"1,3",298-299,Autor del texto
El Montañés,81,"Montoya, Gabriel",Ilustrador,NA,Colombia,Hombres en el bosque,Vol. 1. Núm. 7,Marzo de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,5",300,
El Montañés,82,"Ospina, Pedro Nel",Creador,NA,Colombia,En el silencio de las selvas,Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"4,1",300-305,
El Montañés,83,"Montoya, Gabriel",Ilustrador,NA,Colombia,Hombre acostado,Vol. 1. Núm. 7,Marzo de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,4",305,
El Montañés,84,"Restrepo, Lucio A.",Creador,NA,Colombia,Antioquia y Cauca (continuación),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"4,1",306-310,
El Montañés,85,"Gómez Escobar, Francisco",Creador,Efe Gómez,Colombia,Carne,Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa Ficción,NA,"Ospina, Mariano",NA,"3,7",310-313,
El Montañés,86,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,El jinete,Vol. 1. Núm. 7,Marzo de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",313,
El Montañés,87,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 7,Marzo de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"2,8",314-316,Se añade un aviso en el que se afirma que se compran ejemplares del segundo número
El Montañés,88,"Rodríguez, Horacio Marino",Ilustrador,NA,Colombia,Catedral Metropolitana,Vol. 1. Núm. 8,Abril de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,6",317,
El Montañés,89,"Cano, Francisco Antonio",Crítico,Francisco A. Cano,Colombia,A propósito de la Catedral,Vol. 1. Núm. 8,Abril de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"8,3",317-326,
El Montañés,90,"Rodríguez, Horacio Marino",Ilustrador,NA,Colombia,Catedral Metropolitana de Medellín,Vol. 1. Núm. 8,Abril de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",326,Segunda ilustración
El Montañés,91,"Uribe Ángel, Manuel",Creador,NA,Colombia,Los dos Hermanos (Primera parte),Vol. 1. Núm. 8,Abril de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"16,1",327-343,
El Montañés,92,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,La Fuga,Vol. 1. Núm. 8,Abril de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,4",331,
El Montañés,93,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,La casa,Vol. 1. Núm. 8,Abril de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,3",334,
El Montañés,94,"Restrepo, Lucio A.",Creador,NA,Colombia,Antioquia y Cauca [continuación],Vol. 1. Núm. 8,Abril de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"2,8",343-345,
El Montañés,95,Anónimo,Ilustrador,NA,Colombia,Edmundo Rostand,Vol. 1. Núm. 8,Abril de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,3",346,
El Montañés,98,"Restrepo Restrepo, Carlos Eugenio",Reseñista,Carlos E. Restrepo,Colombia,Edmundo Rostand,Vol. 1. Núm. 8,Abril de 1898,No,NA,Español,NA,Reseña,NA,NA,"""La Samaritana"" de Edmundo Rostand","10,3",346-356,
El Montañés,99,"Ospina Vásquez, Mariano",Creador,Prólogus,Colombia,Reseña Mensual (Impresiones Personalísimas),Vol. 1. Núm. 8,Abril de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"4,1",356-360,
El Montañés,100a,"Cano, Francisco Antonio",Ilustrador,Francisco A. Cano,Colombia,Cristo Muerto,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,7",361,Colaboración de Cano con Rodríguez y Mesa.
El Montañés,100b,"Rodríguez, Horacio Marino",Ilustrador,Rodríguez y Mesa,Colombia,Cristo Muerto,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,7",361,Colaboración de Cano con Rodríguez y Mesa.
El Montañés,100c,"Mesa, Rafael",Ilustrador,Rodríguez y Mesa,Colombia,Cristo Muerto,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,NA,NA,Imagen,Fotograbado,NA,NA,"0,7",361,Colaboración de Cano con Rodríguez y Mesa.
El Montañés,101,"Jiménez, Tobías",Creador,NA,Colombia,Los Arrieros de Antioquia,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Poesía,NA,"Cano, Fidel",NA,5,362-366,"En la revista el autor figura como ""Tobías Jiménez [hijo]"""
El Montañés,102,"Chaux, Simón",Reseñista,NA,Colombia,Dos Poemas de Carlos Arturo Torres,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Reseña,NA,NA,"""Némesis"" y ""El vencido"" de Carlos Arturo Torres","5,3",367-372,
El Montañés,103,"Uribe Ángel, Manuel",Creador,NA,Colombia,Los dos Hermanos [conclusión],Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"11,6",372-384,
El Montañés,104,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,Fogata,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,2",377,
El Montañés,105,"Cano, Francisco Antonio",Ilustrador,NA,Colombia,La despedida,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,NA,NA,Imagen,Ilustración,NA,NA,"0,4",381,
El Montañés,106,"Restrepo, Lucio A.",Creador,NA,Colombia,Antioquia y Cauca [continuación],Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,"5,8",384-389,
El Montañés,107,"Latorre, Gabriel",Creador,NA,Colombia,Gorgona [de Grabiel D'Annunzio],Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"4,6",390-394,
El Montañés,108,"Ospina Vásquez, Mariano",Creador,M. Ospina,Colombia,Aquella Mano!,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,"3,4",395-398,
El Montañés,109,"Montoya, Gabriel",Ilustrador,M. Ospina,Colombia,La mano,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Imagen,Ilustración,NA,NA,"0,3",398,
El Montañés,110,"Restrepo, Saturnino",Creador,S. A. T.,Colombia,La Guerra,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"0,7",399,
El Montañés,111,"Montoya, Mariano",Crítico,NA,Colombia,Carta Literaria,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Prosa No ficción,Carta,NA,El Montañés,"5,9",399-405,
El Montañés,112,"Fernández Avendaño, Enrique Wenceslao",Creador,Enrique W. Fernández,Colombia,El Maizal,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Poesía,NA,NA,NA,"0,5",403,
El Montañés,113a,"Rodríguez, Horacio Marino",Ilustrador,Rodríguez Hermanos,Colombia,Medellín y sus Alrededores - Puerta sur del Parque Bolívar,Vol. 1. Núm. 9-10,Mayo y Junio de 1898,No,NA,Español,NA,Imagen,Fotograbado,NA,NA,1,406,"En fuentes externas se descubrió que esta firma estaba conformada por Melitón y Horacio Rodríguez. Véase: ""Apuntes para una cronología de la fotografía en Antioquia"" de Escobar Calle"
