NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,NA,2,Noviembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.3,187,Nota de Rafael Reyes en el que saluda a los directores de la revista
Revista Contemporánea,NA,La redacción,Creador,NA,NA,NA,2,Noviembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.3,187,Justificación de la publicación de la nota anterior. Reconocimiento
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,B.S.C.,Colombia,Tierras lejanas,2,Noviembre de 1904,No,NA,Español,NA,Reseña,Notas,NA,Tierras Lejanas de Emilio Cuervo Márquez,3,187-190,NA
Revista Contemporánea,NA,Anónimo,Reseñista,NA,NA,Pequeña ópera Lírica,2,Noviembre de 1904,No,NA,Español,NA,Reseña,Notas,NA,Pequeña Ópera Lírica de Rufino Blanco Fombona,02/02/23,190-192,Transfrencia: Promoción y recomendación de autores
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Guillermo Valencia,2,Noviembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.2,192,Nota resaltando la traducción de Guillermo Valerncua (Le Donna) que publicaron en este número
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,NA,Colombia,Revista Contemporánea. Publicación mensual,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Sumario,NA,NA,2,NA,Información e índice de la revista
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,NA,Colombia,Pérez Triana. Escritor inglés,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,5,193-197,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,198,NA
Revista Contemporánea,NA,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,Sol lejano,3,Diciembre de 1904,No,NA,Español,NA,Poesía,NA,NA,NA,0.8,198,NA
Revista Contemporánea,NA,"Prudhomme, Sully",Creador,NA,Francia,Ici-Bas,3,Diciembre de 1904,Sí,"Grillo, Maximiliano",Español,Francés,Poesía,NA,NA,NA,1,199,NA
Revista Contemporánea,NA,"Arce, Julio César",Creador,NA,Colombia,Opacidades,3,Diciembre de 1904,No,NA,Español,NA,Poesía,NA,NA,NA,1,200,NA
Revista Contemporánea,NA,"Samper, Emilio",Creador,NA,NA,Stéphane Mallarmé,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/05/23,201-203,NA
Revista Contemporánea,NA,"Mallarmé, Stéphane",Creador,NA,Francia,El Nenufar Blanco,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,03/05/23,203-206,Transferencia: traducción
Revista Contemporánea,NA,"Pereira Gamba, Fortunato",Creador,NA,Colombia,Minas de esmeralda en Colombia,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Capítulo de libro,NA,NA,05/05/23,207-213,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,213,NA
Revista Contemporánea,NA,"Acosta, Javier",Creador,NA,Colombia,Leopoldo Lugones,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,07/05/23,214-222,Transferencias: análisis sobre el discurso de Lugones sobre Zolá y uno de sus libros de poesía
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,222,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,223,NA
Revista Contemporánea,NA,"Ortega, Alfredo",Creador,NA,NA,La arquitectura de Bogotá,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,12/05/23,223-236,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,236,NA
Revista Contemporánea,NA,"Valencia, Francisco",Creador,Pacho Valencia,Colombia,La visión de los Helenos,3,Diciembre de 1904,No,NA,Español,NA,Poesía,NA,NA,NA,01/05/23,237-238,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,238,NA
Revista Contemporánea,NA,"Valencia, Francisco",Creador,NA,Colombia,Dualidad,3,Diciembre de 1904,No,NA,Español,NA,Poesía,NA,"Echeverría, Eduardo",NA,1,239,NA
Revista Contemporánea,NA,"López, Ismael",Creador,Cornelio Hispanio,Colombia,Himno a la paz,3,Diciembre de 1904,No,NA,Español,NA,Poesía,NA,NA,NA,01/05/23,240-241,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,241,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,242,NA
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación del Goliard,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,02/05/23,242-244,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,la Cruzada de los niños. Relación del leproso,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,02/07/23,245-247,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación del papa inocencio III,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,04/06/23,247-252,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación de tres niñitos,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,02/02/23,252-254,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,"La Cruzada de los niños. Relación de Francisco Longuejoue,",3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,01/07/23,254-256,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación del Kalandar,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,02/06/23,256-259,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación de la pequeña Alicia,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,01/04/23,259-260,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,"Schwob, Marcel",Creador,NA,Francia,La Cruzada de los niños. Relación de papa Gregorio IX,3,Diciembre de 1904,Sí,NA,Español,Francés,Prosa Ficción,NA,NA,NA,03/08/23,260-264,Transferencias: Traducción del escritor francés simbolista
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,3,Diciembre de 1904,No,NA,NA,NA,Imagen,NA,NA,NA,0.5,264,NA
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Notas,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,3,265,NA
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,NA,Colombia,Lafcadio Hearn,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,2,266-267,Transferencia: nota crítica sobre autor extranjero
Revista Contemporánea,NA,Anónimo,Reseñista,NA,NA,La Revista Franciscana de Colombia,3,Diciembre de 1904,No,NA,Español,NA,Reseña de revista,Notas,NA,La Revista Franciscana de Colombia,01/03/23,268-269,Transferencia local: reseña de revista y comentario sobre la ideología de esta
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,NA,Colombia,El plagio en el Japón,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,02/03/23,269-271,Transferencias: comentario sobre un artículo de una revistas extranjera en la que se habla de la literatura japonesa
Revista Contemporánea,NA,"Magallanes Moure, Manuel",Creador,NA,Chile,Matices,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,01/08/23,271-273,Transferencia: Comentario sobre la literatura chilena
Revista Contemporánea,NA,"Grillo, Maximiliano",Creador,M.G.,Colombia,Homenaje a Isaacs,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,2,273-275,Dan el autor en el índice
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Intelligere,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,01/04/23,275-276,NA
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,NA,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,0.5,276,NA
Revista Contemporánea,NA,"Londoño, Víctor Manuel",Reseñista,V.M.L.,Colombia,Dublé Urrutia,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Notas,NA,Del mar á la montaña de Diego Dublé Urrutia,03/03/23,276-279,Transferencias: reseña de libro de autor chileno
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Alfred Austin,3,Diciembre de 1904,Sí,NA,Español,Inglés,Prosa No ficción,Notas,NA,NA,04/07/23,280-285,"Transferencia: comentario sobre los artículos del a entrega de noviembre de la Revista inglesa ""The Critic"" especialmente de Alfred Austin, pero también de otros autores"
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Revistas Colombianas. La Miscelánea,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Revistas Colombianas,NA,NA,0.3,285,"Transferencia local: publicación del índice de la Miscelánea, Año VII, entrega 3 y 4"
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Revistas Colombianas. Lectura Amena,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Revistas Colombianas,NA,NA,0.3,286,Transferecia local: índice de uno de los números de Lectura Amena
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Revistas Colombianas. Revsta Nueva (Manizales),3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Revistas Colombianas,NA,NA,0.4,286,Transferencia local: índice de la Revista Nueva (Manizales) entregas 9 y 10
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Revistas Colombianas. El Escolar Colombiano (Bogotá),3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,Revistas Colombianas,NA,NA,0.3,286,"Transferencis local: índice de la revista El Escolar Colombiano (Bogotá), números 43 y 44"
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,Rondinelle Pellegrine,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,287,NA
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,NA,3,Diciembre de 1904,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.4,287,Nota sobre la traducción de Fitzgerald sobre Mitza Schaffy
Revista Contemporánea,NA,"Schafi, Mirza",Creador,NA,Azerbaiyán,Mirza Schaffy,3,Diciembre de 1904,Sí,NA,Español,Inglés (traducción de la traducción de Fitzgerald),Prosa Ficción,NA,NA,NA,1,288,Transferecia: Traducción de algunas estrofas de Mirza Schaffy de la traducción de Fitzgerald
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,NA,3,Diciembre de 1904,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA,"Transferencia: promoción de librerías , casas editoriales, y el libro: Notas de Viaje de Salvador Camacho Roldán, de la edición hecha en París"
Revista Contemporánea,NA,"Sanín Cano, Baldomero",Director,NA,Colombia,Revista Contemporánea. Publicación mensual,4,Enero de 1905,No,NA,Español,NA,Prosa No ficción,Sumario,NA,NA,2,NA,NA
Revista Contemporánea,NA,"Borda, Francisco de Paula",Creador,"Borda, F, De P.",Colombia,El peligro Amarillo y la América Latina,4,Enero de 1905,No,NA,Español,NA,Prosa No ficción,Conferencia,NA,NA,9,219-227,Este número lo registro desde el facsimilar. La paginación parece ser diferente
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.3,228,NA
Revista Contemporánea,NA,"D'Annunzio, Gabriele",Creador,NA,Italia,Las manos,4,Enero de 1905,Sí,"Valencia, Guillermo",Español,Italiano,Poesía,NA,NA,NA,01/06/23,228-229,Transferencia: traducción
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,229,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,230,NA
Revista Contemporánea,NA,"Gaitán O., Gustavo",Creador,NA,NA,La dicha positiva,4,Enero de 1905,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/07/23,230-231,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,231,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,232,NA
Revista Contemporánea,NA,"Posada, Eduardo",Creador,E.Posada,Colombia,Un antiguo padrón de Bogotá,4,Enero de 1905,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,03/08/23,232-235,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,236,NA
Revista Contemporánea,NA,"Acosta, Javier",Creador,NA,Colombia,Ecos del misterio. La laguna,4,Enero de 1905,No,NA,Español,NA,Poesía,NA,"Uribe, Pepa",NA,01/08/23,236-237,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,237,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,238,NA
Revista Contemporánea,NA,Anónimo,Creador,NA,NA,La fuente,4,Enero de 1905,No,NA,Español,NA,Poesía,NA,NA,NA,02/08/23,238-240,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,240,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,241,NA
Revista Contemporánea,NA,"Santamaría, Nepomuceno",Creador,NA,NA,Predicción del tiempo (extractado para la  Revista Contemporánea),4,Enero de 1905,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,07/07/23,241-248,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,248,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,249,NA
Revista Contemporánea,NA,"Velásquez García, José",Creador,Julio Vives Guerra,Colombia,El castillo de la sangre azul,4,Enero de 1905,No,NA,Español,NA,Poesía,NA,"Cano, Antonio J",NA,02/07/23,249-251,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,251,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,252,NA
Revista Contemporánea,NA,"Pereira Gamba, Fortunato",Creador,NA,Colombia,"Las gemas en Colombia (granates, zircones y diamantes",4,Enero de 1905,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/07/23,252-256,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.1,256,NA
Revista Contemporánea,NA,Anónimo,Ilustrador,NA,NA,NA,4,Enero de 1905,No,NA,NA,NA,Imagen,NA,NA,NA,0.2,257,NA
